category,URI,ID,URL
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2004_80_276,/916121/S_OLM_photo_OLM_2004_80_276,https://mm.dimu.org/image/022wa1NKd2Co?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_399383,/916123/SLM_item_399383,https://sokisamlingar.sormlandsmuseum.se/files/original/b5557465c27950ef3b98f56e663090c6.jpg
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKCAC08979,/154/S_JVM_photo_JvmKCAC08979,http://mm.dimu.org/image/0231yTYQbwzM?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1939_311,/916121/S_OLM_photo_OLM_1939_311,https://mm.dimu.org/image/022wYzbD6qkj?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_1459,/916121/S_OLM_photo_OLM_2003_25_1459,https://mm.dimu.org/image/022wYWVgqZGT?dimension=1200x1200
building,http://data.europeana.eu/item/91672/MM_foto_2390157,/91672/MM_foto_2390157,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2390160/CM+003752.jpg
building,http://data.europeana.eu/item/188/item_5CQRUTALBE6WYU42AMY2HKJJFR42YWWA,/188/item_5CQRUTALBE6WYU42AMY2HKJJFR42YWWA,http://fotothek.slub-dresden.de/fotos/df_tg_0001697.jpg
building,http://data.europeana.eu/item/916123/SLM_item_418649,/916123/SLM_item_418649,https://sokisamlingar.sormlandsmuseum.se/files/original/48d540d374d4b784737f8f7d6df71fdb.jpg
building,http://data.europeana.eu/item/91616/arme_photo_AMA0013472,/91616/arme_photo_AMA0013472,https://mm.dimu.org/image/0331yxRcARoL?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_1479,/916121/S_OLM_photo_OLM_2003_25_1479,https://mm.dimu.org/image/022wYWVgqZVk?dimension=1200x1200
building,http://data.europeana.eu/item/916106/vbg_photo_VMGDIG00328_224,/916106/vbg_photo_VMGDIG00328_224,http://mm.dimu.org/image/03348x7JgD73?dimension=1200x1200
building,http://data.europeana.eu/item/2020708/CA_BA12857_24_07,/2020708/CA_BA12857_24_07,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/Barn_and_Dovecote_Bretforton/CA_BA12857-24_07.jpg
building,http://data.europeana.eu/item/91617/upmu_photo_ED20156,/91617/upmu_photo_ED20156,http://mm.dimu.org/image/032yjUhGHo3W?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_413450,/916123/SLM_item_413450,https://sokisamlingar.sormlandsmuseum.se/files/original/3884878326acc092bff47b8c20850b86.jpg
building,http://data.europeana.eu/item/916124/S_XLM_photo_XLMC91_5113,/916124/S_XLM_photo_XLMC91_5113,http://mm.dimu.org/image/032yizbvQRNh?dimension=1200x1200
building,http://data.europeana.eu/item/2048421/item_OAKIJPILRLXPVS3IEAETX65N2KXRSOCW,/2048421/item_OAKIJPILRLXPVS3IEAETX65N2KXRSOCW,https://izw-medienarchiv.baw.de/api/v1/objects/uuid/b696a15f-cf43-4ad4-9d39-8b842763ecc7/file/id/17589/file_version/name/original/disposition/inline
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBAA06904,/154/S_JVM_photo_JvmKBAA06904,http://mm.dimu.org/image/0331ySyb4XU8?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_398598,/916123/SLM_item_398598,https://sokisamlingar.sormlandsmuseum.se/files/original/7f3cfa065df6a1e01432396767b39254.jpg
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBBA00169,/154/S_JVM_photo_JvmKBBA00169,http://mm.dimu.org/image/0331ySydyUrE?dimension=1200x1200
building,http://data.europeana.eu/item/188/item_5CQRUTALBE6WYU42AMY2HKJJFR42YWWA,/188/item_5CQRUTALBE6WYU42AMY2HKJJFR42YWWA,http://fotothek.slub-dresden.de/fotos/df_tg_0001697.jpg
building,http://data.europeana.eu/item/91652/KBG_photo_KBGF058289,/91652/KBG_photo_KBGF058289,http://mm.dimu.org/image/022ynTzCs9Np?dimension=1200x1200
building,http://data.europeana.eu/item/2020708/CA_BA12857_3_9_05xix,/2020708/CA_BA12857_3_9_05xix,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/Dowles_Manor_Bewdley/CA_BA12857-3-9_05xix.jpg
building,http://data.europeana.eu/item/91616/arme_photo_AMA0016035,/91616/arme_photo_AMA0016035,https://mm.dimu.org/image/0234ASJURoXa?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKAJA00467,/154/S_JVM_photo_JvmKAJA00467,http://mm.dimu.org/image/0231xy7PC8NY?dimension=1200x1200
building,http://data.europeana.eu/item/91616/arme_photo_AMA0012989,/91616/arme_photo_AMA0012989,https://mm.dimu.org/image/02349wJnJTXm?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1946_51,/916121/S_OLM_photo_OLM_1946_51,https://mm.dimu.org/image/022wYzhbhjEy?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2008_1_47,/916121/S_OLM_photo_OLM_2008_1_47,https://mm.dimu.org/image/032wYWVpDV1u?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAE05989,/154/S_JVM_photo_JvmKDAE05989,http://mm.dimu.org/image/0331ywrqXxja?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_411742,/916123/SLM_item_411742,https://sokisamlingar.sormlandsmuseum.se/files/original/ba6d81471887b205cfedc47514223616.jpg
building,http://data.europeana.eu/item/916106/vbg_photo_VMC02614_29,/916106/vbg_photo_VMC02614_29,http://mm.dimu.org/image/032waVoJ4raE?dimension=1200x1200
building,http://data.europeana.eu/item/132/enk_photo_EMFWA00033,/132/enk_photo_EMFWA00033,http://mm.dimu.org/image/032sBYAuSWMK?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAE01079,/154/S_JVM_photo_JvmKDAE01079,http://mm.dimu.org/image/0331ywri8gun?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKADA00465,/154/S_JVM_photo_JvmKADA00465,http://mm.dimu.org/image/0231xxzsAdbC?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAJ06402,/154/S_JVM_photo_JvmKDAJ06402,http://mm.dimu.org/image/0331yTmPjzZ5?dimension=1200x1200
building,http://data.europeana.eu/item/2020708/CA_BA12857_4_4_17,/2020708/CA_BA12857_4_4_17,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/Bredon_Barn/Bredon_Tithe_Barn_Report/CA_BA12857-4-4_17.jpg
building,http://data.europeana.eu/item/916119/blm_item_69098,/916119/blm_item_69098,https://blm.kulturhotell.se/files/original/e3a8959630c0ce16eb26556e7d866a35.jpg
building,http://data.europeana.eu/item/916123/SLM_item_344995,/916123/SLM_item_344995,https://sokisamlingar.sormlandsmuseum.se/files/original/306a2af4caedb4946ee228fe07e50497.JPG
building,http://data.europeana.eu/item/916119/blm_item_85721,/916119/blm_item_85721,https://blm.kulturhotell.se/files/original/a530e069dbba2e3d49b88454a57211f6.jpg
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2004_80_2987,/916121/S_OLM_photo_OLM_2004_80_2987,https://mm.dimu.org/image/032wa1NKd242?dimension=1200x1200
building,http://data.europeana.eu/item/2020708/CA_BA12857_63_5_g5,/2020708/CA_BA12857_63_5_g5,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-63-5/CA_BA12857-63-5_g5.jpg
building,http://data.europeana.eu/item/2020708/CA_BA12857_62_4_223,/2020708/CA_BA12857_62_4_223,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-62-4/CA_BA12857-62-4_223.jpg
building,http://data.europeana.eu/item/132/enk_photo_EMFLPS044,/132/enk_photo_EMFLPS044,http://mm.dimu.org/image/012wWWrdMKgL?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_374567,/916123/SLM_item_374567,https://sokisamlingar.sormlandsmuseum.se/files/original/b683b649b484411357bdadebe5cc50d0.JPG
building,http://data.europeana.eu/item/916123/SLM_item_341417,/916123/SLM_item_341417,https://sokisamlingar.sormlandsmuseum.se/files/original/2e309f49bbc364c586a4fba3eac9d8e3.JPG
building,http://data.europeana.eu/item/2020708/CA_BA12857_62_2_81,/2020708/CA_BA12857_62_2_81,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-62-2/CA_BA12857-62-2_81.jpg
building,http://data.europeana.eu/item/916123/SLM_item_389325,/916123/SLM_item_389325,https://sokisamlingar.sormlandsmuseum.se/files/original/270017d501995ab213acb611b62cdc18.jpg
building,http://data.europeana.eu/item/916123/SLM_item_427577,/916123/SLM_item_427577,https://sokisamlingar.sormlandsmuseum.se/files/original/68608008dbd7c967db3231cebacd113e.jpg
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDBA00126,/154/S_JVM_photo_JvmKDBA00126,http://mm.dimu.org/image/0331yxCSgUYS?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_443982,/916123/SLM_item_443982,https://sokisamlingar.sormlandsmuseum.se/files/original/def02a5375ad553aef95423a92ac5a64.jpg
building,http://data.europeana.eu/item/916123/SLM_item_354211,/916123/SLM_item_354211,https://sokisamlingar.sormlandsmuseum.se/files/original/7e96787f080db9afd8acc2021fd9357f.JPG
building,http://data.europeana.eu/item/2020708/CA_BA12857_65_12_7,/2020708/CA_BA12857_65_12_7,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-65-12/CA_BA12857-65-12_7.jpg
building,http://data.europeana.eu/item/91617/upmu_photo_ED10209,/91617/upmu_photo_ED10209,http://mm.dimu.org/image/022wazEF3inp?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKAGA00106,/154/S_JVM_photo_JvmKAGA00106,http://mm.dimu.org/image/0231xy7HGqyp?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_365126,/916123/SLM_item_365126,https://sokisamlingar.sormlandsmuseum.se/files/original/b70135b172955d177487be14065bf0c9.JPG
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_181,/916121/S_OLM_photo_OLM_2003_25_181,https://mm.dimu.org/image/032wYWViHXjn?dimension=1200x1200
building,http://data.europeana.eu/item/2048421/item_OAKIJPILRLXPVS3IEAETX65N2KXRSOCW,/2048421/item_OAKIJPILRLXPVS3IEAETX65N2KXRSOCW,https://izw-medienarchiv.baw.de/api/v1/objects/uuid/b696a15f-cf43-4ad4-9d39-8b842763ecc7/file/id/17589/file_version/name/original/disposition/inline
building,http://data.europeana.eu/item/916106/vbg_photo_VMB00953_013_22_29_,/916106/vbg_photo_VMB00953_013_22_29_,http://mm.dimu.org/image/022uM1x2EcHn?dimension=1200x1200
building,http://data.europeana.eu/item/2020708/CA_BA12857_65_5_1,/2020708/CA_BA12857_65_5_1,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-65-5/CA_BA12857-65-5_1.jpg
building,http://data.europeana.eu/item/916123/SLM_item_386302,/916123/SLM_item_386302,https://sokisamlingar.sormlandsmuseum.se/files/original/877cac5b57378cc38ffcbb6e62dd0643.jpg
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAA10869,/154/S_JVM_photo_JvmKDAA10869,http://mm.dimu.org/image/0231yTzUqfek?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_387149,/916123/SLM_item_387149,https://sokisamlingar.sormlandsmuseum.se/files/original/bbb454196d5a6018e361f17f643bdec6.jpg
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1958_260,/916121/S_OLM_photo_OLM_1958_260,https://mm.dimu.org/image/022wYzhdBNy5?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2008_21_599,/916121/S_OLM_photo_OLM_2008_21_599,https://mm.dimu.org/image/022wZ13EHYKr?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAJ00678,/154/S_JVM_photo_JvmKDAJ00678,http://mm.dimu.org/image/0331yTexAT1L?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2013_1_186,/916121/S_OLM_photo_OLM_2013_1_186,https://mm.dimu.org/image/032wYWGkfA1u?dimension=1200x1200
building,http://data.europeana.eu/item/916118/S_TEK_photo_TEKA0019101,/916118/S_TEK_photo_TEKA0019101,https://mm.dimu.org/image/032ykVURncQg?dimension=1200x1200
building,http://data.europeana.eu/item/916106/vbg_photo_VMHEM0033,/916106/vbg_photo_VMHEM0033,http://mm.dimu.org/image/042uM24fjk5t?dimension=1200x1200
building,http://data.europeana.eu/item/91652/KBG_photo_KBGF017169,/91652/KBG_photo_KBGF017169,http://mm.dimu.org/image/032yjygxSUMh?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_420714,/916123/SLM_item_420714,https://sokisamlingar.sormlandsmuseum.se/files/original/cd9713cdac473b2d2856f5d9a7bc5b23.jpg
building,http://data.europeana.eu/item/2020708/CA_BA12857_63_2_a1b,/2020708/CA_BA12857_63_2_a1b,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-63-2/CA_BA12857-63-2_a1b.jpg
building,http://data.europeana.eu/item/916119/blm_item_81110,/916119/blm_item_81110,https://blm.kulturhotell.se/files/original/1686b1150d126f9646447f25aea1f1ca.jpg
building,http://data.europeana.eu/item/916123/SLM_item_428882,/916123/SLM_item_428882,https://sokisamlingar.sormlandsmuseum.se/files/original/c40ff6caff67bd5e21b064c90eb8fe22.jpg
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKCAC13108,/154/S_JVM_photo_JvmKCAC13108,http://mm.dimu.org/image/0231yTeoFBr4?dimension=1200x1200
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAB01157,/154/S_JVM_photo_JvmKDAB01157,http://mm.dimu.org/image/0331ywyMbp3N?dimension=1200x1200
building,http://data.europeana.eu/item/916106/vbg_photo_VMMH00281,/916106/vbg_photo_VMMH00281,http://mm.dimu.org/image/0231xxYY7hzf?dimension=1200x1200
building,http://data.europeana.eu/item/91652/KBG_photo_KBGF061398,/91652/KBG_photo_KBGF061398,http://mm.dimu.org/image/0331vxuJHaFJ?dimension=1200x1200
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_1716,/916121/S_OLM_photo_OLM_2003_25_1716,https://mm.dimu.org/image/032wYWVgrZnj?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_339613,/916123/SLM_item_339613,https://sokisamlingar.sormlandsmuseum.se/files/original/e00c6bc1510c60951fb46996df2fc404.JPG
building,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAA07529,/154/S_JVM_photo_JvmKDAA07529,http://mm.dimu.org/image/0231yTzQNhD1?dimension=1200x1200
building,http://data.europeana.eu/item/437/item_T7NBMDOC7PXNJY3AGIJ3JQ77IJDINDYV,/437/item_T7NBMDOC7PXNJY3AGIJ3JQ77IJDINDYV,http://fotothek.slub-dresden.de/fotos/df_pos-1988-a_0000035.jpg
building,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2008_1_1275,/916121/S_OLM_photo_OLM_2008_1_1275,https://mm.dimu.org/image/022wYWVmJXdo?dimension=1200x1200
building,http://data.europeana.eu/item/916123/SLM_item_415271,/916123/SLM_item_415271,https://sokisamlingar.sormlandsmuseum.se/files/original/2bd66fd722c91e015fbb8973d60c3ba2.jpg
building,http://data.europeana.eu/item/916123/SLM_item_394659,/916123/SLM_item_394659,https://sokisamlingar.sormlandsmuseum.se/files/original/4a8dd40d5ff1a12d3c96007a53b72a3b.jpg
building,http://data.europeana.eu/item/2020708/CA_BA12857_65_21_51,/2020708/CA_BA12857_65_21_51,https://archaeologydataservice.ac.uk/catalogue/adsdata/arch-3370-1/dissemination/jpg/BA12857-65-21/CA_BA12857-65-21_51.jpg
building,http://data.europeana.eu/item/916124/S_XLM_photo_XLMCL001385,/916124/S_XLM_photo_XLMCL001385,http://mm.dimu.org/image/022yiV3WfJ2S?dimension=1200x1200
building,http://data.europeana.eu/item/91616/arme_photo_AMA0013798,/91616/arme_photo_AMA0013798,https://mm.dimu.org/image/03349wJokSTL?dimension=1200x1200
building,http://data.europeana.eu/item/916124/S_XLM_photo_XLMCL001040,/916124/S_XLM_photo_XLMCL001040,http://mm.dimu.org/image/022yiV3WeHad?dimension=1200x1200
ceramics,http://data.europeana.eu/item/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_2429,/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_2429,http://emp-web-22.zetcom.ch/eMuseumPlus?service=ImageAsset&module=collection&objectId=2429&viewType=detailView&resolution=superImageResolution
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_67318,/91608/SMVK_VKM_objekt_67318,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1150757/zoom
ceramics,http://data.europeana.eu/item/91644/SMVK_MM_Egypt_3009964,/91644/SMVK_MM_Egypt_3009964,http://collections.smvk.se/carlotta-mhm/web/image/zoom/3753116/representation
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_67835,/91608/SMVK_VKM_objekt_67835,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1337927/image.jpg
ceramics,http://data.europeana.eu/item/91643/SMVK_OM_objekt_100416,/91643/SMVK_OM_objekt_100416,http://collections.smvk.se/carlotta-om/web/image/zoom/311257/representation
ceramics,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_0D2914CB56664DCABB7C94AFF36F2B3F,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_0D2914CB56664DCABB7C94AFF36F2B3F,http://clasate.cimec.ro/medium/ETN_6960500_1088-5.jpg
ceramics,http://data.europeana.eu/item/91619/SMVK_EM_objekt_2070157,/91619/SMVK_EM_objekt_2070157,http://collections.smvk.se/carlotta-em/web/image/zoom/4454893/1913.22.0002_66.jpg
ceramics,http://data.europeana.eu/item/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_SWYOR_D3AE42,/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_SWYOR_D3AE42,https://finds.org.uk/images/thumbnails/466599.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_63639,/91608/SMVK_VKM_objekt_63639,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1151946/zoom
ceramics,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_6851152E4C234DA8B7D41523AD4F6850,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_6851152E4C234DA8B7D41523AD4F6850,http://clasate.cimec.ro/medium/ETN_6966502_727-12.jpg
ceramics,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1201918,/91619/SMVK_EM_objekt_1201918,http://collections.smvk.se/carlotta-em/web/image/zoom/1201920/1954.18.0073_alt.jpg
ceramics,http://data.europeana.eu/item/91644/SMVK_MM_Egypt_3007431,/91644/SMVK_MM_Egypt_3007431,http://collections.smvk.se/carlotta-mhm/web/image/zoom/3740123/representation
ceramics,http://data.europeana.eu/item/2022613/artefacts_T13966_183016__f_html,/2022613/artefacts_T13966_183016__f_html,http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=12314038&type=small
ceramics,http://data.europeana.eu/item/2022613/artefacts_T8834_188249__f_html,/2022613/artefacts_T8834_188249__f_html,http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=12303473&type=small
ceramics,http://data.europeana.eu/item/91643/SMVK_OM_objekt_110546,/91643/SMVK_OM_objekt_110546,http://collections.smvk.se/carlotta-om/web/image/zoom/359047/representation
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_88430,/91608/SMVK_VKM_objekt_88430,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1054346/zoom
ceramics,http://data.europeana.eu/item/2022613/artefacts_T20748_37792__f_html,/2022613/artefacts_T20748_37792__f_html,http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=12526770&type=small
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_79114,/91608/SMVK_VKM_objekt_79114,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1178058/zoom
ceramics,http://data.europeana.eu/item/91643/SMVK_OM_objekt_580317,/91643/SMVK_OM_objekt_580317,http://collections.smvk.se/carlotta-om/web/image/zoom/601862/image.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_102376,/91608/SMVK_VKM_objekt_102376,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1050362/zoom
ceramics,http://data.europeana.eu/item/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_WAW_A44247,/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_WAW_A44247,https://finds.org.uk/images/thumbnails/435293.jpg
ceramics,http://data.europeana.eu/item/410/S_KPS_object_M17000_2168,/410/S_KPS_object_M17000_2168,https://mm.dimu.org/image/03346wnkiUmv?dimension=1200x1200
ceramics,http://data.europeana.eu/item/91668/GSM_objekt_529073,/91668/GSM_objekt_529073,https://samlingar.goteborgsstadsmuseum.se/carlotta/web/image/zoom/529075/GAM_7200_bild1.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_99189,/91608/SMVK_VKM_objekt_99189,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1163678/zoom
ceramics,http://data.europeana.eu/item/91644/SMVK_MM_Egypt_3012543,/91644/SMVK_MM_Egypt_3012543,http://collections.smvk.se/carlotta-mhm/web/image/zoom/3998722/image.jpg
ceramics,http://data.europeana.eu/item/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_NLM_868317,/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_NLM_868317,https://finds.org.uk/images/thumbnails/339652.jpg
ceramics,http://data.europeana.eu/item/2022613/artefacts_T20891_38622__f_html,/2022613/artefacts_T20891_38622__f_html,http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=12650495&type=small
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_59296,/91608/SMVK_VKM_objekt_59296,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1103705/zoom
ceramics,http://data.europeana.eu/item/916123/SLM_item_444377,/916123/SLM_item_444377,https://sokisamlingar.sormlandsmuseum.se/files/original/7101a09b0fc65a30d65a29c3dae4dc82.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_84028,/91608/SMVK_VKM_objekt_84028,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1277699/image.jpg
ceramics,http://data.europeana.eu/item/91624/shm_object_197135,/91624/shm_object_197135,http://catview.historiska.se/catview/media/highres/210676
ceramics,http://data.europeana.eu/item/91643/SMVK_OM_objekt_109694,/91643/SMVK_OM_objekt_109694,http://collections.smvk.se/carlotta-om/web/image/zoom/334079/representation
ceramics,http://data.europeana.eu/item/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_SWYOR_FA5451,/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_SWYOR_FA5451,https://finds.org.uk/images/thumbnails/466538.jpg
ceramics,http://data.europeana.eu/item/91644/SMVK_MM_Egypt_3006273,/91644/SMVK_MM_Egypt_3006273,http://collections.smvk.se/carlotta-mhm/web/image/zoom/3734575/representation
ceramics,http://data.europeana.eu/item/91674/GSM_delobjekt_660490,/91674/GSM_delobjekt_660490,https://samlingar.goteborgsstadsmuseum.se/carlotta/web/image/zoom/664313/GSMS_110007_432-452_bild1.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_81000,/91608/SMVK_VKM_objekt_81000,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1252296/image.jpg
ceramics,http://data.europeana.eu/item/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_34544,/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_34544,http://emp-web-22.zetcom.ch/eMuseumPlus?service=ImageAsset&module=collection&objectId=34544&viewType=detailView&resolution=superImageResolution
ceramics,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1059737,/91619/SMVK_EM_objekt_1059737,http://collections.smvk.se/carlotta-em/web/image/zoom/2013052/image.jpg
ceramics,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_92685,/91608/SMVK_VKM_objekt_92685,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1022338/zoom
