category,skos_concept,URI,ID,URL
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2021012/app_si_A_I_470_3A168,/2021012/app_si_A_I_470_3A168,http://kokoelmat.fng.fi/app?profile=europeana&iid=O0005400&action=image
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2021012/app_si_A_I_470_3A79,/2021012/app_si_A_I_470_3A79,http://kokoelmat.fng.fi/app?profile=europeana&iid=O0066100&action=image
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2021012/app_si_A_II_1254_3A54,/2021012/app_si_A_II_1254_3A54,http://kokoelmat.fng.fi/app?profile=europeana&iid=X0042400&action=image
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2021012/app_si_A_III_2688_3A13,/2021012/app_si_A_III_2688_3A13,http://kokoelmat.fng.fi/app?profile=europeana&iid=tunn050301Np004&action=image
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1734,/916121/S_OLM_photo_OLM_91_102_1734,https://mm.dimu.org/image/022wYzb1CF7j?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAE03896,/154/S_JVM_photo_JvmKDAE03896,http://mm.dimu.org/image/0331ywrm92Nj?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1710,/916121/S_OLM_photo_OLM_91_102_1710,https://mm.dimu.org/image/032wYWcMnKyN?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1955_29,/916121/S_OLM_photo_OLM_1955_29,https://mm.dimu.org/image/022wYzhbk5Y9?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB14305_01,/154/S_JVM_photo_JvmKBDB14305_01,http://mm.dimu.org/image/0231yTCj4V91?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211802,/91672/MM_foto_2211802,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211805/AM+001345.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211807,/91672/MM_foto_2211807,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211810/AM+001346.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_16312,/916121/S_OLM_photo_OLM_91_102_16312,https://mm.dimu.org/image/022wYWcLJLPJ?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2392192,/91672/MM_foto_2392192,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2392195/DM+000820.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2249112,/91672/MM_foto_2249112,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2249115/AM+001803.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB13559_04,/154/S_JVM_photo_JvmKBDB13559_04,http://mm.dimu.org/image/0331yTCebWvY?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2212157,/91672/MM_foto_2212157,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2212160/AM+001452.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1733,/916121/S_OLM_photo_OLM_91_102_1733,https://mm.dimu.org/image/032wYWcMnL3q?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211797,/91672/MM_foto_2211797,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211800/AM+001344.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_510,/916121/S_OLM_photo_OLM_2003_25_510,https://mm.dimu.org/image/022wYWVjnXJy?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1955_29,/916121/S_OLM_photo_OLM_1955_29,https://mm.dimu.org/image/022wYzhbk5Y9?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB13661_02,/154/S_JVM_photo_JvmKBDB13661_02,http://mm.dimu.org/image/0231yTCedXS2?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAK02877,/154/S_JVM_photo_JvmKDAK02877,http://mm.dimu.org/image/0331wU83zF5n?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2004_80_1100,/916121/S_OLM_photo_OLM_2004_80_1100,https://mm.dimu.org/image/022wYzhhfgj8?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB13990_02,/154/S_JVM_photo_JvmKBDB13990_02,http://mm.dimu.org/image/0331yTChZVe5?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1734,/916121/S_OLM_photo_OLM_91_102_1734,https://mm.dimu.org/image/022wYzb1CF7j?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1726,/916121/S_OLM_photo_OLM_91_102_1726,https://mm.dimu.org/image/022wYWcMnL3m?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB16934,/154/S_JVM_photo_JvmKBDB16934,http://mm.dimu.org/image/0231yTK9ANWA?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2195260,/91672/MM_foto_2195260,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2195263/AM+000728.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2195260,/91672/MM_foto_2195260,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2195263/AM+000728.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916119/blm_item_98747,/916119/blm_item_98747,https://blm.kulturhotell.se/files/original/a773872e17a923c914b86964f8be8032.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916119/blm_item_57617,/916119/blm_item_57617,https://blm.kulturhotell.se/files/original/1033d5ff3ba40e41f24a8a685426b0fb.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211807,/91672/MM_foto_2211807,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211810/AM+001346.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_1732,/916121/S_OLM_photo_OLM_91_102_1732,https://mm.dimu.org/image/022wYzb1CF3N?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB12817,/154/S_JVM_photo_JvmKBDB12817,http://mm.dimu.org/image/0231yTCaADtW?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211797,/91672/MM_foto_2211797,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211800/AM+001344.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2003_25_510,/916121/S_OLM_photo_OLM_2003_25_510,https://mm.dimu.org/image/022wYWVjnXJy?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2004_80_1100,/916121/S_OLM_photo_OLM_2004_80_1100,https://mm.dimu.org/image/022wYzhhfgj8?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2194573,/91672/MM_foto_2194573,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2194576/AM+000374.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916119/blm_item_49009,/916119/blm_item_49009,https://blm.kulturhotell.se/files/original/7c745852c07c114794eb71062fe8e7e9.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2392207,/91672/MM_foto_2392207,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2392210/DM+000823.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB13662_03,/154/S_JVM_photo_JvmKBDB13662_03,http://mm.dimu.org/image/0231yTCedXS7?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916119/blm_item_57617,/916119/blm_item_57617,https://blm.kulturhotell.se/files/original/1033d5ff3ba40e41f24a8a685426b0fb.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2392192,/91672/MM_foto_2392192,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2392195/DM+000820.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211802,/91672/MM_foto_2211802,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211805/AM+001345.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAA16394,/154/S_JVM_photo_JvmKDAA16394,http://mm.dimu.org/image/0231ywrfBPY4?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2392207,/91672/MM_foto_2392207,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2392210/DM+000823.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAA16378,/154/S_JVM_photo_JvmKDAA16378,http://mm.dimu.org/image/0231ywrfBPPJ?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAK03937,/154/S_JVM_photo_JvmKDAK03937,http://mm.dimu.org/image/0331yxCLmCTJ?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB16934,/154/S_JVM_photo_JvmKBDB16934,http://mm.dimu.org/image/0231yTK9ANWA?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211942,/91672/MM_foto_2211942,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211945/AM+001406.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB12817,/154/S_JVM_photo_JvmKBDB12817,http://mm.dimu.org/image/0231yTCaADtW?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2194573,/91672/MM_foto_2194573,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2194576/AM+000374.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKBDB14305_01,/154/S_JVM_photo_JvmKBDB14305_01,http://mm.dimu.org/image/0231yTCj4V91?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAK03937,/154/S_JVM_photo_JvmKDAK03937,http://mm.dimu.org/image/0331yxCLmCTJ?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211802,/91672/MM_foto_2211802,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211805/AM+001345.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211942,/91672/MM_foto_2211942,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211945/AM+001406.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2392197,/91672/MM_foto_2392197,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2392200/DM+000821.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_2281,/916121/S_OLM_photo_OLM_91_102_2281,https://mm.dimu.org/image/022wYWcCu5Am?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/440/item_FSINX3CF7GNNYMNCJ7VXCBH4NIVS4LLV,/440/item_FSINX3CF7GNNYMNCJ7VXCBH4NIVS4LLV,http://fotothek.slub-dresden.de/fotos/df_hauptkatalog_0464223.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2211807,/91672/MM_foto_2211807,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2211810/AM+001346.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916119/blm_item_57617,/916119/blm_item_57617,https://blm.kulturhotell.se/files/original/1033d5ff3ba40e41f24a8a685426b0fb.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/91672/MM_foto_2194553,/91672/MM_foto_2194553,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2194556/AM+000370.jpg
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_2004_80_1100,/916121/S_OLM_photo_OLM_2004_80_1100,https://mm.dimu.org/image/022wYzhhfgj8?dimension=1200x1200
building furniture,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/37,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_1940_112,/916121/S_OLM_photo_OLM_1940_112,https://mm.dimu.org/image/032wYzbD7AnD?dimension=1200x1200
building jewellery,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2058401/_providedCHO_4f2f869a_da92_80c3_3c44_0522b22ec872,/2058401/_providedCHO_4f2f869a_da92_80c3_3c44_0522b22ec872,http://images.memorix.nl/dag/thumb/large/bb81fb24-8351-98ae-cb73-63a3a2c593ca.jpg
building jewellery,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2022608/FBIB_FBib_09010_021,/2022608/FBIB_FBib_09010_021,http://mm.dimu.no/image/012wWXC47bwu?dimension=800x800
building jewellery,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91672/MM_foto_2391361,/91672/MM_foto_2391361,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2391364/CM+005865_a.jpg
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/916124/S_XLM_photo_XLMPWH02293_4,/916124/S_XLM_photo_XLMPWH02293_4,http://mm.dimu.org/image/032ymySjn5nm?dimension=1200x1200
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAA11666,/154/S_JVM_photo_JvmKDAA11666,http://mm.dimu.org/image/0331yTzWJz3a?dimension=1200x1200
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/916124/S_XLM_photo_XLMPWH02293_2,/916124/S_XLM_photo_XLMPWH02293_2,http://mm.dimu.org/image/022ymySjn5nj?dimension=1200x1200
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/91672/MM_foto_2248817,/91672/MM_foto_2248817,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/2248820/AM+001744.jpg
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/916124/S_XLM_photo_XLMPWH02293_3,/916124/S_XLM_photo_XLMPWH02293_3,http://mm.dimu.org/image/032ymySjn5nk?dimension=1200x1200
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/91616/arme_photo_AMA0011581,/91616/arme_photo_AMA0011581,https://mm.dimu.org/image/022ynUSZN3bG?dimension=1200x1200
building map,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAF02705_02,/154/S_JVM_photo_JvmKDAF02705_02,http://mm.dimu.org/image/0331yx5oE3DA?dimension=1200x1200
